story_id	example_id	conclusion	premises	premises-FOL	label	source
48	139	Douglas Adams is a writer.	['Douglas Adams is an author who created the book collection called The Salmon of Doubt. ', 'The Salmon of Doubt is about life experiences and technology.', 'All authors are writers.', 'Writers create innovative ideas.', 'Some books that contain innovative ideas are about technology.']	['Author(douglasAdams) ∧ Book(theSalmonOfDoubt)', 'AboutLifeExperience(theSalmonOfDoubt) ∧ AboutTechnology(theSalmonOfDoubt)', '∀x (Author(x) → Writer(x))', '∀x (Writer(x) → CreateInnovativeIdea(x))', '∃x (ContainInnovativeIdea(x) ∧ AboutTechnology(x))']	True	wiki
48	140	Douglas Adams created innovative ideas.	['Douglas Adams is an author who created the book collection called The Salmon of Doubt. ', 'The Salmon of Doubt is about life experiences and technology.', 'All authors are writers.', 'Writers create innovative ideas.', 'Some books that contain innovative ideas are about technology.']	['Author(douglasAdams) ∧ Book(theSalmonOfDoubt)', 'AboutLifeExperience(theSalmonOfDoubt) ∧ AboutTechnology(theSalmonOfDoubt)', '∀x (Author(x) → Writer(x))', '∀x (Writer(x) → CreateInnovativeIdea(x))', '∃x (ContainInnovativeIdea(x) ∧ AboutTechnology(x))']	True	wiki
48	141	The Salmon of Doubt has no innovative Ideas.	['Douglas Adams is an author who created the book collection called The Salmon of Doubt. ', 'The Salmon of Doubt is about life experiences and technology.', 'All authors are writers.', 'Writers create innovative ideas.', 'Some books that contain innovative ideas are about technology.']	['Author(douglasAdams) ∧ Book(theSalmonOfDoubt)', 'AboutLifeExperience(theSalmonOfDoubt) ∧ AboutTechnology(theSalmonOfDoubt)', '∀x (Author(x) → Writer(x))', '∀x (Writer(x) → CreateInnovativeIdea(x))', '∃x (ContainInnovativeIdea(x) ∧ AboutTechnology(x))']	Unknown	wiki
323	827	Reformation is an eco-friendly brand.	['No disposable products can help slow down global warming. ', 'All eco-friendly brands can help slow down global warming. ', 'All sustainable fashion brands are eco-friendly brands.', 'All fast fashion products are disposable products.', 'If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.']	['∀x (DisposableProducts(x) → ¬HelpSlowDownGlobalWarming(x))', ' ∀x (Eco-friendlyBrand(x) → HelpSlowDownGlobalWarming(x))', ' ∀x (SustainableFashionBrand(x) → Eco-friendlyBrand(x))', ' ∀x (FastFashionProducts(x) → DisposableProducts(x)) ', ' ¬HelpSlowDownGlobalWarming(reformation) → Eco-friendlyBrand(reformation) ∨ SustainableFashionBrand(reformation)']	Unknown	hyb
323	828	Reformation produces fast fashion products.	['No disposable products can help slow down global warming. ', 'All eco-friendly brands can help slow down global warming. ', 'All sustainable fashion brands are eco-friendly brands.', 'All fast fashion products are disposable products.', 'If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.']	['∀x (DisposableProducts(x) → ¬HelpSlowDownGlobalWarming(x))', ' ∀x (Eco-friendlyBrand(x) → HelpSlowDownGlobalWarming(x))', ' ∀x (SustainableFashionBrand(x) → Eco-friendlyBrand(x))', ' ∀x (FastFashionProducts(x) → DisposableProducts(x)) ', ' ¬HelpSlowDownGlobalWarming(reformation) → Eco-friendlyBrand(reformation) ∨ SustainableFashionBrand(reformation)']	False	hyb
323	829	Reformation does not produce fast fashion products.	['No disposable products can help slow down global warming. ', 'All eco-friendly brands can help slow down global warming. ', 'All sustainable fashion brands are eco-friendly brands.', 'All fast fashion products are disposable products.', 'If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.']	['∀x (DisposableProducts(x) → ¬HelpSlowDownGlobalWarming(x))', ' ∀x (Eco-friendlyBrand(x) → HelpSlowDownGlobalWarming(x))', ' ∀x (SustainableFashionBrand(x) → Eco-friendlyBrand(x))', ' ∀x (FastFashionProducts(x) → DisposableProducts(x)) ', ' ¬HelpSlowDownGlobalWarming(reformation) → Eco-friendlyBrand(reformation) ∨ SustainableFashionBrand(reformation)']	True	hyb
323	830	Reformation does not produce fast fashion products or does not produce disposable products.	['No disposable products can help slow down global warming. ', 'All eco-friendly brands can help slow down global warming. ', 'All sustainable fashion brands are eco-friendly brands.', 'All fast fashion products are disposable products.', 'If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.']	['∀x (DisposableProducts(x) → ¬HelpSlowDownGlobalWarming(x))', ' ∀x (Eco-friendlyBrand(x) → HelpSlowDownGlobalWarming(x))', ' ∀x (SustainableFashionBrand(x) → Eco-friendlyBrand(x))', ' ∀x (FastFashionProducts(x) → DisposableProducts(x)) ', ' ¬HelpSlowDownGlobalWarming(reformation) → Eco-friendlyBrand(reformation) ∨ SustainableFashionBrand(reformation)']	True	hyb
323	831	If Reformation produces disposable products, then Reformation produces fast fashion products.	['No disposable products can help slow down global warming. ', 'All eco-friendly brands can help slow down global warming. ', 'All sustainable fashion brands are eco-friendly brands.', 'All fast fashion products are disposable products.', 'If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.']	['∀x (DisposableProducts(x) → ¬HelpSlowDownGlobalWarming(x))', ' ∀x (Eco-friendlyBrand(x) → HelpSlowDownGlobalWarming(x))', ' ∀x (SustainableFashionBrand(x) → Eco-friendlyBrand(x))', ' ∀x (FastFashionProducts(x) → DisposableProducts(x)) ', ' ¬HelpSlowDownGlobalWarming(reformation) → Eco-friendlyBrand(reformation) ∨ SustainableFashionBrand(reformation)']	True	hyb
323	832	If Reformation produces fast fashion products or helps slow down global warming, then Reformation produces fast fashion products.	['No disposable products can help slow down global warming. ', 'All eco-friendly brands can help slow down global warming. ', 'All sustainable fashion brands are eco-friendly brands.', 'All fast fashion products are disposable products.', 'If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.']	['∀x (DisposableProducts(x) → ¬HelpSlowDownGlobalWarming(x))', ' ∀x (Eco-friendlyBrand(x) → HelpSlowDownGlobalWarming(x))', ' ∀x (SustainableFashionBrand(x) → Eco-friendlyBrand(x))', ' ∀x (FastFashionProducts(x) → DisposableProducts(x)) ', ' ¬HelpSlowDownGlobalWarming(reformation) → Eco-friendlyBrand(reformation) ∨ SustainableFashionBrand(reformation)']	False	hyb
93	284	Sherville Huggins has never dismissed anyone playing for a constituent country.	['Roy Richardson was a cricketer for Sint Maartener, a consituent country.', 'Roy Richardson was a right handed batsman and medium pace bowler.', 'Roy Richardson was old when he debuted in cricket.', 'Sherville Huggins dismissed Roy Richardson.']	['Cricketeer(royrichardson) ∧ PlayedFor(royrichardson, sintmaartener) ∧ ConstituentCountry(sintmaartener)', 'RightHanded(royrichardson) ∧ Batsman(royrichardson) ∧ MediumPaceBowler(royrichardson)', 'Old(royrichardson) ∧ DebutedIn(royrichardson, cricket)', 'Dismissed(shervillehuggins, royrichardson)']	False	wiki
93	285	There are no right handed medium pace bowlers playing for Sint Maartener.	['Roy Richardson was a cricketer for Sint Maartener, a consituent country.', 'Roy Richardson was a right handed batsman and medium pace bowler.', 'Roy Richardson was old when he debuted in cricket.', 'Sherville Huggins dismissed Roy Richardson.']	['Cricketeer(royrichardson) ∧ PlayedFor(royrichardson, sintmaartener) ∧ ConstituentCountry(sintmaartener)', 'RightHanded(royrichardson) ∧ Batsman(royrichardson) ∧ MediumPaceBowler(royrichardson)', 'Old(royrichardson) ∧ DebutedIn(royrichardson, cricket)', 'Dismissed(shervillehuggins, royrichardson)']	False	wiki
251	700	John is a Yale graduate.	['To get a job at Google, you need to have a lot of work experience or a good education.', ' All Yale graduates who submitted their resumes to Google got jobs there.', ' John has a lot of work experience.', ' John submitted his resume to Google and got a job there.']	['∀x (Employed(x, google) → WorkExp(x) ∨ GoodEduc(x))', '∀x ((Yale(x) ∧ CV(x, google)) → Employed(x, google))', 'WorkExp(john)', 'CV(john, google) ∧ Employed(john, google)']	Unknown	wiki
338	889	Joe is a person taking classes.	['No students are doctors.', 'All people taking classes are students. ', 'All graduate students are people taking classes. ', 'All PhD students are graduate students. ', 'If Joe is a graduate student or a doctor (but not both), then Joe is not a graduate student and a student.']	['∀x (Student(x) → ¬Doctor(x))', '∀x (TakingClass(x) → Student(x))', '∀x (GraduateStudent(x) → TakingClass(x))', '∀x (PhDStudent(x) → GraduateStudent(x))', 'GraduateStudent(joe) ⊕  Doctor(joe) → ¬(GraduateStudent(joe) ^ Student(joe))']	Unknown	hyb
338	890	Joe is a PhD student.	['No students are doctors.', 'All people taking classes are students. ', 'All graduate students are people taking classes. ', 'All PhD students are graduate students. ', 'If Joe is a graduate student or a doctor (but not both), then Joe is not a graduate student and a student.']	['∀x (Student(x) → ¬Doctor(x))', '∀x (TakingClass(x) → Student(x))', '∀x (GraduateStudent(x) → TakingClass(x))', '∀x (PhDStudent(x) → GraduateStudent(x))', 'GraduateStudent(joe) ⊕  Doctor(joe) → ¬(GraduateStudent(joe) ^ Student(joe))']	False	hyb
338	891	Joe is not a PhD student.	['No students are doctors.', 'All people taking classes are students. ', 'All graduate students are people taking classes. ', 'All PhD students are graduate students. ', 'If Joe is a graduate student or a doctor (but not both), then Joe is not a graduate student and a student.']	['∀x (Student(x) → ¬Doctor(x))', '∀x (TakingClass(x) → Student(x))', '∀x (GraduateStudent(x) → TakingClass(x))', '∀x (PhDStudent(x) → GraduateStudent(x))', 'GraduateStudent(joe) ⊕  Doctor(joe) → ¬(GraduateStudent(joe) ^ Student(joe))']	True	hyb
32	93	Hugh Vanstone is one of the world's leading ligting designers and from the uk	["Hugh Vanstone is one of the world's leading lighting designers. ", 'Hugh Vanstone is from the UK.', 'Hugh Vanstone has lit more than 160 productions.', 'Hugh Vanstone attended school where he is from. ']	['WorldLeadingLightningDesigner(hughVanstone)', 'FromUK(hughVanstone)', 'LitOver160Productions(hughVanstone)', 'AttendedSchoolWhereFrom(hughVanstone)']	True	wiki
32	94	Hugh Vanstone has lit 170 productions.	["Hugh Vanstone is one of the world's leading lighting designers. ", 'Hugh Vanstone is from the UK.', 'Hugh Vanstone has lit more than 160 productions.', 'Hugh Vanstone attended school where he is from. ']	['WorldLeadingLightningDesigner(hughVanstone)', 'FromUK(hughVanstone)', 'LitOver160Productions(hughVanstone)', 'AttendedSchoolWhereFrom(hughVanstone)']	Unknown	wiki
32	95	Hugh Vanstone attended school in the US.	["Hugh Vanstone is one of the world's leading lighting designers. ", 'Hugh Vanstone is from the UK.', 'Hugh Vanstone has lit more than 160 productions.', 'Hugh Vanstone attended school where he is from. ']	['WorldLeadingLightningDesigner(hughVanstone)', 'FromUK(hughVanstone)', 'LitOver160Productions(hughVanstone)', 'AttendedSchoolWhereFrom(hughVanstone)']	Unknown	wiki
155	450	Superman can run faster than Bolt.	['No man can run faster than Bolt. ', 'Superman is not a man.']	['∀x (Man(x) → ¬FasterThanBolt(x))', '¬Man(superman) ']	Unknown	wiki
128	380	An American scientist has been called the "father of the analysis of algorithms".	['Donald Ervin Knuth is an American computer scientist, mathematician, and Professor Emeritus at Stanford University.', 'Knuth has been called the "father of the analysis of algorithms".']	['AmericanComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorStanford(donaldErvinKnuth)', 'BeCalled(donaldErvinKnuth, fatherOfTheAnalysisOfAlgorithms)']	True	wiki
128	381	A mathematician has been called the "father of the analysis of algorithms".	['Donald Ervin Knuth is an American computer scientist, mathematician, and Professor Emeritus at Stanford University.', 'Knuth has been called the "father of the analysis of algorithms".']	['AmericanComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorStanford(donaldErvinKnuth)', 'BeCalled(donaldErvinKnuth, fatherOfTheAnalysisOfAlgorithms)']	True	wiki
128	382	Donald Knuth is a well-known figure in the field of artificial intelligence .	['Donald Ervin Knuth is an American computer scientist, mathematician, and Professor Emeritus at Stanford University.', 'Knuth has been called the "father of the analysis of algorithms".']	['AmericanComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorStanford(donaldErvinKnuth)', 'BeCalled(donaldErvinKnuth, fatherOfTheAnalysisOfAlgorithms)']	Unknown	wiki
121	363	There is a flea beetle within the Chrysomelidae family.	['Neocrepidodera Corpulentas are flea beetles or moths.', 'The species Neocrepidodera Corpulenta is in the Chrysomelidae family.', 'There are no moths within the Chrysomelidae family.']	['FleaBeetle(neocrepidoderacorpulenta) ∨ Moth(neocrepidoderacorpulenta)', 'Species(neocrepidoderacorpulenta) ∧ Family(chrysomelidae) ∧ In(neocrepidoderacorpulenta, chrysomelidae)', '∀x (In(x, chrysomelidae) ∧ Family(chrysomelidae) → ¬Moth(x))']	True	wiki
121	364	There are no flea beetles within the Chrysomelidae family.	['Neocrepidodera Corpulentas are flea beetles or moths.', 'The species Neocrepidodera Corpulenta is in the Chrysomelidae family.', 'There are no moths within the Chrysomelidae family.']	['FleaBeetle(neocrepidoderacorpulenta) ∨ Moth(neocrepidoderacorpulenta)', 'Species(neocrepidoderacorpulenta) ∧ Family(chrysomelidae) ∧ In(neocrepidoderacorpulenta, chrysomelidae)', '∀x (In(x, chrysomelidae) ∧ Family(chrysomelidae) → ¬Moth(x))']	False	wiki
227	644	Carrozzeria Colli made car bodies in 1931.	['Carrozzeria Colli is a Milanese coachbuilder company that was established by Giuseppe Colli in 1931.', 'Carrozzeria Colli is a company that specialized in using aluminum.', 'The first automobiles built by Carrozzeria Colli were racing cars.', 'Some racing cars built by Carrozzeria Colli used Fiat 1100 mechanicals and chasis.', 'Carrozzeria Colli worked for airforces.', 'Carrozzeria Colli made car bodies. ']	['MilaneseCoachbuilderCompany(carrozzeriacolli) ∧ EstablishedBy(carrozzeriacolli, giuseppecolli) ∧ EstablishedIn(carrozzeriacolli, y1901)', 'SpecializedIn(carrozzeriacolli, usingaluminum)', '∀x (FirstAutomobilesBy(x, carrozzeriacolli) → Racingcar(x))', '∃x (RacingCar(x) ∧ BuiltBy(x, carrozzeriacolli) ∧ Used(x, fiat110mechanicals) ∧ Used(x, chasis))', '∃x (Airforce(x) ∧ WorkedFor(carrozzeriacolli, x))', 'Made(carrozzeriacolli, carbodies)']	Unknown	wiki
227	645	Carrozzeria Colli built airplanes during World War II.	['Carrozzeria Colli is a Milanese coachbuilder company that was established by Giuseppe Colli in 1931.', 'Carrozzeria Colli is a company that specialized in using aluminum.', 'The first automobiles built by Carrozzeria Colli were racing cars.', 'Some racing cars built by Carrozzeria Colli used Fiat 1100 mechanicals and chasis.', 'Carrozzeria Colli worked for airforces.', 'Carrozzeria Colli made car bodies. ']	['MilaneseCoachbuilderCompany(carrozzeriacolli) ∧ EstablishedBy(carrozzeriacolli, giuseppecolli) ∧ EstablishedIn(carrozzeriacolli, y1901)', 'SpecializedIn(carrozzeriacolli, usingaluminum)', '∀x (FirstAutomobilesBy(x, carrozzeriacolli) → Racingcar(x))', '∃x (RacingCar(x) ∧ BuiltBy(x, carrozzeriacolli) ∧ Used(x, fiat110mechanicals) ∧ Used(x, chasis))', '∃x (Airforce(x) ∧ WorkedFor(carrozzeriacolli, x))', 'Made(carrozzeriacolli, carbodies)']	Unknown	wiki
